Facility_ID,Hospital_Type,Procedure_Category,Operative_Procedure,Procedure_Count,Infection_Count,SSI_ratio,Performance
630011203, 125-250 Beds,Gastrointestinal Procedures,Rectal surgery,10.0,0.0,0.0,Good
250000017, 125-250 Beds,Gastrointestinal Procedures,Rectal surgery,2.0,0.0,0.0,Good
140000191, Less than 125 Beds,Gastrointestinal Procedures,Rectal surgery,3.0,0.0,0.0,Good
930000050, 125-250 Beds,Gastrointestinal Procedures,Rectal surgery,16.0,0.0,0.0,Good
630011745, 125-250 Beds,Gastrointestinal Procedures,Rectal surgery,23.0,0.0,0.0,Good
630013398, 125-250 Beds,Gastrointestinal Procedures,Rectal surgery,7.0,0.0,0.0,Good
630011959, Less than 125 Beds,Gastrointestinal Procedures,Rectal surgery,3.0,0.0,0.0,Good
30000130, 250+ Beds,Gastrointestinal Procedures,Rectal surgery,15.0,0.0,0.0,Good
40000949, 125-250 Beds,Gastrointestinal Procedures,Rectal surgery,1.0,0.0,0.0,Good
140001086, Less than 125 Beds,Gastrointestinal Procedures,Rectal surgery,10.0,0.0,0.0,Good
930000074, 250+ Beds,Gastrointestinal Procedures,Rectal surgery,20.0,0.0,0.0,Good
930001543, 125-250 Beds,Gastrointestinal Procedures,Rectal surgery,29.0,0.0,0.0,Good
630011683, 125-250 Beds,Gastrointestinal Procedures,Rectal surgery,46.0,0.0,0.0,Good
930000127, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",94.0,1.0,1.0638297872340425,Good
50001468, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",32.0,0.0,0.0,Good
30000141, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",23.0,0.0,0.0,Good
630011844, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",16.0,0.0,0.0,Good
110000068, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",2.0,0.0,0.0,Good
110000007, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",4.0,0.0,0.0,Good
230000444, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",34.0,0.0,0.0,Good
250000044, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",12.0,0.0,0.0,Good
110000040, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",5.0,0.0,0.0,Good
90000146, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",4.0,0.0,0.0,Good
60000062, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",71.0,0.0,0.0,Good
30000134, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",102.0,0.0,0.0,Good
80000152, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",43.0,1.0,2.3255813953488373,Good
30000149, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",5.0,0.0,0.0,Good
50000037, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",12.0,0.0,0.0,Good
930000187, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",23.0,0.0,0.0,Good
930000129, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",42.0,0.0,0.0,Good
50000039, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",10.0,0.0,0.0,Good
630010957, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",4.0,0.0,0.0,Good
240000054, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",82.0,0.0,0.0,Good
140000118, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",15.0,0.0,0.0,Good
70000155, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",11.0,0.0,0.0,Good
930000188, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",1.0,0.0,0.0,Good
930000028, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",43.0,0.0,0.0,Good
930000151, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",31.0,0.0,0.0,Good
30000146, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",10.0,0.0,0.0,Good
80000147, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",15.0,0.0,0.0,Good
120001467, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",5.0,0.0,0.0,Good
140000016, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",7.0,0.0,0.0,Good
930000123, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",42.0,0.0,0.0,Good
930000157, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",12.0,0.0,0.0,Good
230000016, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",52.0,0.0,0.0,Good
230000262, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",11.0,0.0,0.0,Good
120001464, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",26.0,0.0,0.0,Good
50000031, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",19.0,1.0,5.263157894736842,Bad
110000056, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",7.0,0.0,0.0,Good
60000021, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",10.0,0.0,0.0,Good
250000507, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",30.0,0.0,0.0,Good
50000026, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",1.0,0.0,0.0,Good
50000035, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",47.0,0.0,0.0,Good
140000041, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",3.0,0.0,0.0,Good
70000959, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",25.0,0.0,0.0,Good
80000036, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",28.0,0.0,0.0,Good
230000020, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",41.0,0.0,0.0,Good
60000067, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",148.0,0.0,0.0,Good
30000143, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",44.0,0.0,0.0,Good
60000068, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",123.0,1.0,0.8130081300813009,Good
70000635, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",8.0,0.0,0.0,Good
240000104, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",19.0,0.0,0.0,Good
930000103, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",7.0,0.0,0.0,Good
220000030, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",6.0,0.0,0.0,Good
140000797, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",21.0,0.0,0.0,Good
30001661, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",13.0,0.0,0.0,Good
30000109, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",17.0,0.0,0.0,Good
110000049, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",9.0,0.0,0.0,Good
110000067, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",62.0,0.0,0.0,Good
80001470, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",48.0,0.0,0.0,Good
90000021, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",69.0,1.0,1.4492753623188406,Good
220000025, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",6.0,1.0,16.666666666666664,Bad
930000081, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",59.0,0.0,0.0,Good
930000100, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",32.0,0.0,0.0,Good
930000101, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",109.0,0.0,0.0,Good
930000091, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",42.0,0.0,0.0,Good
110000041, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",2.0,0.0,0.0,Good
240000046, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",28.0,0.0,0.0,Good
70000133, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",5.0,0.0,0.0,Good
230000261, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",14.0,0.0,0.0,Good
250000049, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",94.0,1.0,1.0638297872340425,Good
60000063, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",56.0,0.0,0.0,Good
40000126, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",97.0,0.0,0.0,Good
930000128, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",12.0,0.0,0.0,Good
220000029, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",2.0,0.0,0.0,Good
70000147, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",7.0,0.0,0.0,Good
240000053, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",31.0,3.0,9.67741935483871,Bad
930000041, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",37.0,0.0,0.0,Good
30000135, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",26.0,2.0,7.6923076923076925,Bad
220000007, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",67.0,1.0,1.4925373134328357,Good
140000704, Less than 125 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",2.0,0.0,0.0,Good
50000280, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",97.0,6.0,6.185567010309279,Bad
140001268, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",5.0,0.0,0.0,Good
80000022, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",10.0,0.0,0.0,Good
80000150, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",36.0,0.0,0.0,Good
30000151, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",120.0,0.0,0.0,Good
90000016, 125-250 Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",36.0,0.0,0.0,Good
930000066, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",70.0,0.0,0.0,Good
80000149, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",116.0,5.0,4.310344827586207,Bad
630013873, 250+ Beds,Obstetric and Gynecological Procedures,"Hysterectomy, vaginal",32.0,0.0,0.0,Good
120000411, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,198.0,0.0,0.0,Good
930000157, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,44.0,1.0,2.272727272727273,Good
930000081, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,264.0,0.0,0.0,Good
930000100, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,80.0,0.0,0.0,Good
930000101, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,283.0,0.0,0.0,Good
930000091, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,176.0,0.0,0.0,Good
110000041, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,17.0,0.0,0.0,Good
240000046, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,82.0,0.0,0.0,Good
70000133, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,17.0,0.0,0.0,Good
230000261, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,26.0,0.0,0.0,Good
250000049, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,176.0,0.0,0.0,Good
60000063, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,265.0,1.0,0.37735849056603776,Good
40000126, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,199.0,0.0,0.0,Good
930000066, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,184.0,0.0,0.0,Good
930000128, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,111.0,0.0,0.0,Good
930000104, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
70000147, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,58.0,1.0,1.7241379310344827,Good
240000053, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,170.0,1.0,0.5882352941176471,Good
930000125, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,7.0,0.0,0.0,Good
930000041, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,141.0,0.0,0.0,Good
250000101, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,9.0,0.0,0.0,Good
30000135, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,76.0,0.0,0.0,Good
220000007, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,18.0,0.0,0.0,Good
140000704, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,9.0,0.0,0.0,Good
50000280, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,37.0,0.0,0.0,Good
140001268, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,29.0,0.0,0.0,Good
80000022, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,14.0,0.0,0.0,Good
220000029, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,17.0,0.0,0.0,Good
930000123, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,212.0,0.0,0.0,Good
80000147, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,31.0,0.0,0.0,Good
60000062, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,69.0,0.0,0.0,Good
930000027, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
60000066, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,4.0,0.0,0.0,Good
60000060, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,122.0,0.0,0.0,Good
240000009, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,10.0,0.0,0.0,Good
930000108, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,3.0,0.0,0.0,Good
110000010, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,17.0,0.0,0.0,Good
110000378, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,6.0,0.0,0.0,Good
930000111, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,60.0,0.0,0.0,Good
930000112, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
110000982, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
30000131, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,3.0,0.0,0.0,Good
930000105, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,13.0,0.0,0.0,Good
60000208, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,155.0,0.0,0.0,Good
60000073, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,129.0,0.0,0.0,Good
230000014, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,30.0,0.0,0.0,Good
930000052, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,20.0,0.0,0.0,Good
930000099, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,135.0,0.0,0.0,Good
930000057, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,80.0,1.0,1.25,Good
930000133, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,29.0,0.0,0.0,Good
930000077, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,67.0,0.0,0.0,Good
250000042, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
630013873, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,115.0,0.0,0.0,Good
90000145, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,4.0,0.0,0.0,Good
250000044, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,36.0,0.0,0.0,Good
230000444, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,19.0,0.0,0.0,Good
110000040, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,13.0,0.0,0.0,Good
90000146, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,6.0,0.0,0.0,Good
80000150, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,55.0,0.0,0.0,Good
80000149, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,305.0,0.0,0.0,Good
90000016, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,39.0,0.0,0.0,Good
220000025, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,72.0,0.0,0.0,Good
110000049, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,5.0,0.0,0.0,Good
30000149, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,21.0,0.0,0.0,Good
140000016, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,18.0,0.0,0.0,Good
70000959, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,37.0,0.0,0.0,Good
30000151, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,166.0,0.0,0.0,Good
30000134, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,89.0,0.0,0.0,Good
110000007, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,35.0,0.0,0.0,Good
110000068, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,4.0,0.0,0.0,Good
630011844, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,50.0,0.0,0.0,Good
30000141, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,11.0,0.0,0.0,Good
630014442, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
50001468, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,34.0,0.0,0.0,Good
930000127, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,320.0,0.0,0.0,Good
80000152, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,115.0,0.0,0.0,Good
120001467, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,32.0,0.0,0.0,Good
50000037, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,16.0,0.0,0.0,Good
930000187, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,23.0,0.0,0.0,Good
930000129, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,142.0,0.0,0.0,Good
50000039, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
630010957, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
240000054, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,11.0,0.0,0.0,Good
140000118, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,28.0,0.0,0.0,Good
70000155, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,9.0,0.0,0.0,Good
930000188, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,1.0,0.0,0.0,Good
930000028, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,153.0,0.0,0.0,Good
930000151, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,87.0,0.0,0.0,Good
30000146, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,14.0,0.0,0.0,Good
30000109, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,9.0,0.0,0.0,Good
220000017, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,61.0,1.0,1.639344262295082,Good
30000108, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,3.0,0.0,0.0,Good
140000797, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,83.0,0.0,0.0,Good
220000026, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,14.0,0.0,0.0,Good
90000021, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,119.0,0.0,0.0,Good
90000033, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,1.0,0.0,0.0,Good
80001470, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,285.0,0.0,0.0,Good
80000036, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,105.0,0.0,0.0,Good
230000016, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,14.0,0.0,0.0,Good
930000140, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
230000262, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,15.0,0.0,0.0,Good
120001464, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,6.0,0.0,0.0,Good
50000031, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,7.0,0.0,0.0,Good
110000056, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,8.0,0.0,0.0,Good
60000021, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,54.0,0.0,0.0,Good
930000015, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,4.0,0.0,0.0,Good
250000507, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,60.0,0.0,0.0,Good
250000344, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,5.0,0.0,0.0,Good
50000026, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,22.0,0.0,0.0,Good
50000035, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,39.0,0.0,0.0,Good
140000041, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,23.0,0.0,0.0,Good
230000020, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,70.0,0.0,0.0,Good
110000067, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,53.0,0.0,0.0,Good
60000067, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,341.0,0.0,0.0,Good
30000143, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,75.0,0.0,0.0,Good
60000068, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,205.0,0.0,0.0,Good
70000635, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,1.0,0.0,0.0,Good
240000104, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,64.0,0.0,0.0,Good
930000103, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,57.0,0.0,0.0,Good
220000030, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,26.0,0.0,0.0,Good
30001661, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,5.0,0.0,0.0,Good
60000002, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,116.0,0.0,0.0,Good
930000096, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,319.0,0.0,0.0,Good
120000701, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,147.0,0.0,0.0,Good
930000040, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,4.0,0.0,0.0,Good
240000082, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,62.0,0.0,0.0,Good
70000137, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,42.0,0.0,0.0,Good
140000195, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,28.0,0.0,0.0,Good
250000006, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,91.0,0.0,0.0,Good
30000117, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,19.0,0.0,0.0,Good
120000336, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,18.0,0.0,0.0,Good
250000008, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,121.0,0.0,0.0,Good
240001330, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,23.0,0.0,0.0,Good
30000118, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,3.0,0.0,0.0,Good
30000122, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,97.0,0.0,0.0,Good
70000139, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,47.0,0.0,0.0,Good
930000082, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
930000053, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,2.0,0.0,0.0,Good
70001351, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,75.0,0.0,0.0,Good
70000136, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,60.0,0.0,0.0,Good
90000040, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,49.0,0.0,0.0,Good
30000125, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,60.0,0.0,0.0,Good
230000013, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,7.0,0.0,0.0,Good
930000056, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,32.0,0.0,0.0,Good
60000011, 250+ Beds,Obstetric and Gynecological Procedures,Ovarian surgery,37.0,0.0,0.0,Good
50000016, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,31.0,0.0,0.0,Good
40000254, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,6.0,0.0,0.0,Good
60000058, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,25.0,0.0,0.0,Good
930000058, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,179.0,0.0,0.0,Good
70000141, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,3.0,0.0,0.0,Good
140000183, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,52.0,0.0,0.0,Good
930000114, Less than 125 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,12.0,0.0,0.0,Good
40000095, 125-250 Beds,Obstetric and Gynecological Procedures,Ovarian surgery,270.0,0.0,0.0,Good
