Year,State,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Hospital_Type,County,Procedure_Count,Infection_Count,Predicted_Infection_Count,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,"On Track Toward 2020 Goal (0.88, 2017)",Notes
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,110000008,Adventist Health Howard Memorial,Critical Access Hospital,Critical Access,Mendocino,47,0,0.173,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030000139,Adventist Health Lodi Memorial,Acute Care Hospital,Community (125-250 Beds),San Joaquin,103,0,0.247,0.00,0,14.94,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,040000122,Adventist Health Selma,Acute Care Hospital,Community (<125 Beds),Fresno,74,0,0.099,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,050000455,Adventist Health Simi Valley,Acute Care Hospital,Community (125-250 Beds),Ventura,170,0,0.474,0.00,0,7.78,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030001799,Adventist Health Sonora,Acute Care Hospital,Community (<125 Beds),Tuolumne,78,0,0.244,0.00,0,15.12,Same,3.21,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,110000058,Adventist Health St. Helena,Acute Care Hospital,Community (125-250 Beds),Napa,24,0,0.076,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Community (<125 Beds),Mendocino,74,0,0.16,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000191,Adventist Health White Memorial,Acute Care Hospital,Major Teaching,Los Angeles,240,0,0.707,0.00,0,5.22,Same,1.87,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000011,Alameda Hospital,Acute Care Hospital,Community (<125 Beds),Alameda,29,0,0.069,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000005,Alhambra Hospital Medical Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,139,0,0.249,0.00,0,14.82,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000425,Alta Bates Summit Medical Center,Acute Care Hospital,Community (>250 Beds),Alameda,180,3,1.023,2.93,0.75,7.98,Same,0.00,No,"Hospitals reported combined data, see Data Dictionary"
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Community (>250 Beds),Alameda,144,0,0.597,0.00,0,6.18,Same,1.78,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,090000013,Alvarado Hospital Medical Center,Acute Care Hospital,Community (125-250 Beds),San Diego,82,1,0.188,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,060000074,Anaheim Global Medical Center,Acute Care Hospital,Community (125-250 Beds),Orange,34,0,0.059,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000008,Antelope Valley Hospital,Acute Care Hospital,Community (>250 Beds),Los Angeles,211,0,0.913,0.00,0,4.04,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000100,Arrowhead Regional Medical Center,Acute Care Hospital,Major Teaching,San Bernardino,298,0,0.915,0.00,0,4.03,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,Community (<125 Beds),Kern,42,0,0.122,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Community (>250 Beds),Kern,263,2,0.804,2.49,0.3,8.99,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,Lassen,12,0,0.019,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000001,Barstow Community Hospital,Acute Care Hospital,Community (<125 Beds),San Bernardino,62,0,0.188,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030000114,Barton Memorial Hospital,Acute Care Hospital,Community (<125 Beds),El Dorado,46,0,0.096,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000012,Beverly Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,194,0,0.269,0.00,0,13.71,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000002,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,Los Angeles,188,1,0.507,1.97,0.05,10.99,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000002,"California Pacific Medical Center, California West Campus Hospital",Acute Care Hospital,Major Teaching,San Francisco,10,0,0.034,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000023,"California Pacific Medical Center, Davies Campus Hospital",Acute Care Hospital,Major Teaching,San Francisco,26,0,0.071,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000022,"California Pacific Medical Center, Pacific Campus Hospital",Acute Care Hospital,Major Teaching,San Francisco,245,2,1.933,1.04,0.17,3.42,Same,0.00,No,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000018,"California Pacific Medical Center, St. Luke's Campus Hospital",Acute Care Hospital,Major Teaching,San Francisco,52,0,0.105,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000004,Cedars-Sinai Medical Center,Acute Care Hospital,Major Teaching,Los Angeles,469,2,2.974,0.67,0.11,2.22,Same,0.72,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000022,Centinela Hospital Medical Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,44,0,0.157,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,060000006,Chapman Global Medical Center,Acute Care Hospital,Community (<125 Beds),Orange,26,0,0.035,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000014,Children's Hospital & Research Center Oakland,Acute Care Hospital,Pediatric,Alameda,5,0,0.005,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,Los Angeles,2,0,0.004,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,060000007,Children's Hospital of Orange County,Acute Care Hospital,Pediatric,Orange,7,0,0.013,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000003,Chinese Hospital,Acute Care Hospital,Community (<125 Beds),San Francisco,33,0,0.105,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000003,Chino Valley Medical Center,Acute Care Hospital,Community (<125 Beds),San Bernardino,155,0,0.252,0.00,0,14.64,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000070,"Citrus Valley Medical Center, IC Campus",Acute Care Hospital,Community (125-250 Beds),Los Angeles,154,4,0.544,7.35,2,18.83,Worse,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000132,"Citrus Valley Medical Center, QV Campus",Acute Care Hospital,Community (>250 Beds),Los Angeles,331,1,1.93,0.52,0.03,2.56,Same,2.42,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000036,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,60,0,0.582,0.00,0,6.34,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,040000095,Clovis Community Medical Center,Acute Care Hospital,Community (125-250 Beds),Fresno,146,0,0.441,0.00,0,8.37,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000038,Coast Plaza Hospital,Acute Care Hospital,Community (<125 Beds),Los Angeles,39,0,0.052,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000034,Colorado River Medical Center,Critical Access Hospital,Critical Access,San Bernardino,13,0,0.037,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000082,Community Hospital Long Beach,Acute Care Hospital,Community (<125 Beds),Los Angeles,29,0,0.077,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000040,Community Hospital of Huntington Park,Acute Care Hospital,Community (<125 Beds),Los Angeles,72,0,0.148,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000082,Community Hospital of San Bernardino,Acute Care Hospital,Community (>250 Beds),San Bernardino,143,0,0.403,0.00,0,9.15,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,070000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,Community (>250 Beds),Monterey,281,3,1.513,1.98,0.5,5.4,Same,0.88,No,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,050000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,Ventura,18,0,0.081,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000195,Contra Costa Regional Medical Center,Acute Care Hospital,Community (125-250 Beds),Contra Costa,154,1,0.418,2.39,0.06,13.33,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000006,Corona Regional Medical Center,Acute Care Hospital,Community (125-250 Beds),Riverside,206,0,0.432,0.00,0,8.54,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030000117,Dameron Hospital,Acute Care Hospital,Community (125-250 Beds),San Joaquin,116,0,0.216,0.00,0,17.08,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,120000336,Delano Regional Medical Center,Acute Care Hospital,Community (<125 Beds),Kern,40,0,0.099,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000008,Desert Regional Medical Center,Acute Care Hospital,Community (>250 Beds),Riverside,343,0,0.932,0.00,0,3.96,Same,1.30,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240001330,Desert Valley Hospital,Acute Care Hospital,Community (125-250 Beds),San Bernardino,114,0,0.265,0.00,0,13.92,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030000118,Doctors Hospital of Manteca,Acute Care Hospital,Community (<125 Beds),San Joaquin,41,0,0.087,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030000122,Doctors Medical Center,Acute Care Hospital,Community (>250 Beds),Stanislaus,244,0,0.789,0.00,0,4.68,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,070000139,Dominican Hospital,Acute Care Hospital,Community (125-250 Beds),Santa Cruz,180,0,0.454,0.00,0,8.13,Same,3.51,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930001709,Earl & Loraine Miller Children's Hospital,Acute Care Hospital,Pediatric,Los Angeles,3,0,0.006,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000053,East Los Angeles Doctors Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,24,0,0.032,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000183,Eden Medical Center,Acute Care Hospital,Community (125-250 Beds),Alameda,159,0,0.569,0.00,0,6.48,Same,2.15,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000011,Eisenhower Medical Center,Acute Care Hospital,Major Teaching,Riverside,402,1,1.532,0.65,0.03,3.22,Same,0.61,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,070001351,El Camino Hospital,Acute Care Hospital,Community (>250 Beds),Santa Clara,260,0,0.88,0.00,0,4.19,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,070000136,El Camino Hospital Los Gatos,Acute Care Hospital,Community (125-250 Beds),Santa Clara,31,0,0.088,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,090000040,El Centro Regional Medical Center,Acute Care Hospital,Community (<125 Beds),Imperial,83,1,0.262,3.82,0.1,21.27,Same,,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030000125,Emanuel Medical Center,Acute Care Hospital,Community (125-250 Beds),Stanislaus,218,0,0.474,0.00,0,7.78,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000054,Encino Hospital Medical Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,9,0,0.025,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,230000013,"Enloe Medical Center, Esplanade",Acute Care Hospital,Community (>250 Beds),Butte,303,1,0.71,1.41,0.04,7.85,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,Siskiyou,46,0,0.118,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000056,Foothill Presbyterian Hospital - Johnston Memorial,Acute Care Hospital,Community (<125 Beds),Los Angeles,143,1,0.662,1.51,0.04,8.42,Same,2.05,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,060000011,Fountain Valley Regional Hospital and Medical Center,Acute Care Hospital,Community (>250 Beds),Orange,399,2,1.159,1.73,0.29,5.7,Same,0.00,No,"Hospitals reported combined data, see Data Dictionary"
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,050000016,French Hospital Medical Center,Acute Care Hospital,Community (<125 Beds),San Luis Obispo,38,1,0.101,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,060000058,Garden Grove Hospital and Medical Center,Acute Care Hospital,Community (125-250 Beds),Orange,93,0,0.169,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000058,Garfield Medical Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,143,0,0.503,0.00,0,7.33,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,070000141,George L. Mee Memorial Hospital,Acute Care Hospital,Community (<125 Beds),Monterey,29,0,0.055,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000093,Glendale Memorial Hospital and Health Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,83,0,0.321,0.00,0,11.49,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000060,Glendora Community Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,8,0,0.012,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,050000017,Goleta Valley Cottage Hospital,Acute Care Hospital,Community (<125 Beds),Santa Barbara,15,0,0.022,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,120000319,"Good Samaritan Hospital, Bakersfield",Acute Care Hospital,Community (<125 Beds),Kern,17,0,0.03,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000068,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,Community (125-250 Beds),Los Angeles,135,1,0.514,1.95,0.05,10.84,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,070000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,Community (>250 Beds),Santa Clara,395,5,1.479,3.38,1.24,7.49,Worse,0.00,No,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000062,Greater El Monte Community Hospital,Acute Care Hospital,Community (<125 Beds),Los Angeles,64,0,0.067,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,080000045,Grossmont Hospital,Acute Care Hospital,Community (>250 Beds),San Diego,724,2,2.497,0.80,0.13,2.65,Same,0.96,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,070000142,Hazel Hawkins Memorial Hospital,Acute Care Hospital,Community (<125 Beds),San Benito,65,0,0.158,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,110000009,Healdsburg District Hospital,Critical Access Hospital,Critical Access,Sonoma,7,0,0.016,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000012,Hemet Valley Medical Center,Acute Care Hospital,Major Teaching,Riverside,160,1,0.367,2.73,0.07,15.18,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000063,Henry Mayo Newhall Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,142,0,0.282,0.00,0,13.08,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000014,Hi-Desert Medical Center,Acute Care Hospital,Community (<125 Beds),San Bernardino,59,0,0.098,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,Alameda,231,0,0.467,0.00,0,7.9,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,060001022,Hoag Hospital Irvine,Acute Care Hospital,Community (<125 Beds),Orange,123,0,0.276,0.00,0,13.37,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,060000014,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,Community (>250 Beds),Orange,433,0,2.063,0.00,0,1.45,Same,1.42,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000065,Hollywood Presbyterian Medical Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,130,1,0.655,1.53,0.04,8.51,Same,1.49,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,060000015,Huntington Beach Hospital,Acute Care Hospital,Community (<125 Beds),Orange,44,0,0.086,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000026,Huntington Memorial Hospital,Acute Care Hospital,Community (>250 Beds),Los Angeles,398,1,2.097,0.48,0.02,2.35,Same,1.00,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000017,John F. Kennedy Memorial Hospital,Acute Care Hospital,Community (125-250 Beds),Riverside,126,0,0.229,0.00,0,16.11,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000196,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,Contra Costa,151,0,0.5,0.00,0,7.38,Same,1.87,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,Contra Costa,173,1,1.167,0.86,0.04,4.23,Same,0.00,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,080000144,Kaiser Foundation Hospital Zion Medical Center,Acute Care Hospital,Major Teaching,San Diego,414,2,1.369,1.46,0.25,4.83,Same,1.69,No,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Acute Care Hospital,Major Teaching,Solano,169,2,0.606,3.30,0.4,11.92,Same,1.61,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630011203,"Kaiser Foundation Hospital, Antioch",Acute Care Hospital,Community (125-250 Beds),Contra Costa,200,2,0.547,3.66,0.44,13.21,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",Acute Care Hospital,Community (125-250 Beds),Los Angeles,337,1,0.503,1.99,0.05,11.08,Same,1.20,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Community (>250 Beds),Los Angeles,614,0,1.719,0.00,0,1.74,Same,0.00,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,San Bernardino,405,1,1.179,0.85,0.04,4.18,Same,0.78,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140001086,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,Community (<125 Beds),Alameda,127,0,0.469,0.00,0,7.87,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,040000949,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,Community (125-250 Beds),Fresno,186,2,0.468,4.27,0.52,15.44,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,Los Angeles,372,1,2.429,0.41,0.02,2.03,Same,1.40,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030000973,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,Community (<125 Beds),San Joaquin,14,0,0.046,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,Community (125-250 Beds),Stanislaus,287,0,0.67,0.00,0,5.51,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Community (<125 Beds),Riverside,144,0,0.361,0.00,0,10.22,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,Alameda,241,4,1.838,2.18,0.69,5.25,Same,1.81,No,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Community (125-250 Beds),San Bernardino,229,0,0.393,0.00,0,9.39,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Acute Care Hospital,Major Teaching,Orange,345,4,1.05,3.81,1.21,9.19,Worse,0.00,No,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Community (125-250 Beds),Orange,267,2,0.621,3.22,0.39,11.63,Same,3.52,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Community (125-250 Beds),Los Angeles,132,0,0.317,0.00,0,11.64,Same,6.19,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000010,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Community (125-250 Beds),San Mateo,79,0,0.274,0.00,0,13.46,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000191,"Kaiser Foundation Hospital, Richmond Campus",Acute Care Hospital,Community (<125 Beds),Contra Costa,66,0,0.21,0.00,0,17.57,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,Riverside,321,0,0.652,0.00,0,5.66,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,Placer,477,0,1.654,0.00,0,1.81,Same,0.00,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,030000130,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,Community (>250 Beds),Sacramento,340,1,1.826,0.55,0.03,2.7,Same,0.00,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630017096,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,San Diego,138,1,0.545,1.84,0.05,10.22,Same,,No,* See Data Dictionary
